119	TARGET-0034	OCR-00431	0.3	人短簌性卢溶
119	TARGET-0034	OCR-00432	0.3	入.人合麻利的
119	TARGET-0034	OCR-00433	0.3	［P型
119	TARGET-0034	OCR-00434	0.3	内容型
119	TARGET-0034	OCR-00435	0.5	VS
119	TARGET-0034	OCR-00436	0.3	博王
119	TARGET-0034	OCR-00437	0.3	3.千A1Phrak
119	TARGET-0034	OCR-00438	0.3	這合素人、普通
119	TARGET-0034	OCR-00439	0.3	今众人物/取始展加报店，奶据了还如只宜是么物.5.差运
119	TARGET-0034	OCR-00440	0.3	能的添L
119	TARGET-0034	OCR-00441	0.3	阁片裕力传寺视旅br
119	TARGET-0034	OCR-00442	0.5	呀植入空间多的视频啊
121.5	TARGET-0035	OCR-00443	0.3	小红书
121.5	TARGET-0035	OCR-00444	0.5	人类最强编导
121.5	TARGET-0035	OCR-00445	0.5	不要妄想用简卑的方法获了流量
121.5	TARGET-0035	OCR-00446	0.3	《短歡性卢路
121.5	TARGET-0035	OCR-00447	0.3	1P型
121.5	TARGET-0035	OCR-00448	0.3	內容型
121.5	TARGET-0035	OCR-00449	0.3	人似IP多化
121.5	TARGET-0035	OCR-00450	0.5	VS
121.5	TARGET-0035	OCR-00451	0.3	2. 建等机送题、创意
121.5	TARGET-0035	OCR-00452	0.3	博王
121.5	TARGET-0035	OCR-00453	0.3	尼期月.拍日技
121.5	TARGET-0035	OCR-00454	0.3	3创戰精.
121.5	TARGET-0035	OCR-00455	0.3	4.P部游
121.5	TARGET-0035	OCR-00456	0.3	道冷素人、晋通人
121.5	TARGET-0035	OCR-00457	0.3	作品的国的
121.5	TARGET-0035	OCR-00458	0.3	人t/那應瓜极店，如班）.还如了通些么個件.5.表运
121.5	TARGET-0035	OCR-00459	0.3	能 的茶L
121.5	TARGET-0035	OCR-00460	0.3	必上。 装b祝疑 VLDGT？
121.5	TARGET-0035	OCR-00461	0.3	縮片
121.5	TARGET-0035	OCR-00462	0.3	就是调性
122.5	TARGET-0036	OCR-00463	0.3	小紅书
122.5	TARGET-0036	OCR-00464	0.5	人类最强编导
122.5	TARGET-0036	OCR-00465	0.3	不要妄想用简早
122.5	TARGET-0036	OCR-00466	0.3	人糖辣性有溶
122.5	TARGET-0036	OCR-00467	0.3	$5%7
122.5	TARGET-0036	OCR-00468	0.3	雕迷
